PinOut_1,PinOut_2,Voltage_1,Voltage_2,P_x,P_y,S1,dS1_dV,dPx_dV,dPy_dV,Mode_Locked,S1_MLd
221,217,4.333333333,4.254901961,41,65,-0.2264,-0.0383,0,5,0,#N/A
221,218,4.333333333,4.274509804,31,63,-0.3404,-0.114,-10,-2,0,#N/A
221,219,4.333333333,4.294117647,38,71,-0.3028,0.0376,7,8,0,#N/A
221,220,4.333333333,4.31372549,24,69,-0.4839,-0.1811,-14,-2,0,#N/A
221,221,4.333333333,4.333333333,20,81,-0.604,-0.1201,-4,12,0,#N/A
221,222,4.333333333,4.352941176,17,69,-0.6047,-0.0007,-3,-12,0,#N/A
221,223,4.333333333,4.37254902,12,82,-0.7447,-0.14,-5,13,0,#N/A
221,224,4.333333333,4.392156863,16,82,-0.6735,0.0712,4,0,0,#N/A
221,225,4.333333333,4.411764706,10,80,-0.7778,-0.1043,-6,-2,0,#N/A
221,226,4.333333333,4.431372549,4,86,-0.9111,-0.1333,-6,6,0,#N/A
221,227,4.333333333,4.450980392,7,86,-0.8495,0.0616,3,0,0,#N/A
221,228,4.333333333,4.470588235,0,89,-1,-0.1505,-7,3,0,#N/A
221,229,4.333333333,4.490196078,4,85,-0.9101,0.0899,4,-4,0,#N/A
221,230,4.333333333,4.509803922,6,83,-0.8652,0.0449,2,-2,0,#N/A
221,231,4.333333333,4.529411765,1,75,-0.9737,-0.1085,-5,-8,0,#N/A
221,232,4.333333333,4.549019608,8,78,-0.814,0.1597,7,3,0,#N/A
221,233,4.333333333,4.568627451,31,43,-0.1622,0.6518,23,-35,0,#N/A
221,234,4.333333333,4.588235294,39,39,0,0.1622,8,-4,0,#N/A
221,235,4.333333333,4.607843137,39,44,-0.0602,-0.0602,0,5,0,#N/A
221,236,4.333333333,4.62745098,40,47,-0.0805,-0.0203,1,3,0,#N/A
221,237,4.333333333,4.647058824,38,49,-0.1264,-0.0459,-2,2,0,#N/A
221,238,4.333333333,4.666666667,37,41,-0.0513,0.0751,-1,-8,0,#N/A
221,239,4.333333333,4.68627451,44,45,-0.0112,0.0401,7,4,0,#N/A
221,240,4.333333333,4.705882353,43,44,-0.0115,-0.0003,-1,-1,0,#N/A
221,241,4.333333333,4.725490196,41,45,-0.0465,-0.035,-2,1,0,#N/A
221,242,4.333333333,4.745098039,43,39,0.0488,0.0953,2,-6,0,#N/A
221,243,4.333333333,4.764705882,40,46,-0.0698,-0.1186,-3,7,0,#N/A
221,244,4.333333333,4.784313725,34,51,-0.2,-0.1302,-6,5,0,#N/A
221,245,4.333333333,4.803921569,42,45,-0.0345,0.1655,8,-6,0,#N/A
221,246,4.333333333,4.823529412,41,42,-0.012,0.0225,-1,-3,0,#N/A
221,247,4.333333333,4.843137255,46,47,-0.0108,0.0012,5,5,0,#N/A
221,248,4.333333333,4.862745098,41,42,-0.012,-0.0012,-5,-5,0,#N/A
221,249,4.333333333,4.882352941,43,43,0,0.012,2,1,0,#N/A
221,250,4.333333333,4.901960784,48,46,0.0213,0.0213,5,3,0,#N/A
221,251,4.333333333,4.921568627,47,42,0.0562,0.0349,-1,-4,0,#N/A
221,252,4.333333333,4.941176471,44,47,-0.033,-0.0892,-3,5,0,#N/A
221,253,4.333333333,4.960784314,43,49,-0.0652,-0.0322,-1,2,0,#N/A
0,0,0,0,40,52,-0.1304,,,,0,#N/A
220,0,4.31372549,0,36,50,-0.1628,-0.0324,-4,-2,0,#N/A
220,1,4.31372549,0.019607843,33,51,-0.2143,-0.0515,-3,1,0,#N/A
220,2,4.31372549,0.039215686,38,58,-0.2083,0.006,5,7,0,#N/A
220,3,4.31372549,0.058823529,34,53,-0.2184,-0.0101,-4,-5,0,#N/A
220,4,4.31372549,0.078431373,22,60,-0.4634,-0.245,-12,7,0,#N/A
220,5,4.31372549,0.098039216,22,63,-0.4824,-0.019,0,3,0,#N/A
220,6,4.31372549,0.117647059,17,72,-0.618,-0.1356,-5,9,0,#N/A
220,7,4.31372549,0.137254902,25,61,-0.4186,0.1994,8,-11,0,#N/A
220,8,4.31372549,0.156862745,21,64,-0.5059,-0.0873,-4,3,0,#N/A
220,9,4.31372549,0.176470588,38,60,-0.2245,0.2814,17,-4,0,#N/A
220,10,4.31372549,0.196078431,38,69,-0.2897,-0.0652,0,9,0,#N/A
220,11,4.31372549,0.215686275,46,41,0.0575,0.3472,8,-28,0,#N/A
220,12,4.31372549,0.235294118,60,36,0.25,0.1925,14,-5,0,#N/A
220,13,4.31372549,0.254901961,40,59,-0.1919,-0.4419,-20,23,0,#N/A
220,14,4.31372549,0.274509804,61,64,-0.024,0.1679,21,5,0,#N/A
220,15,4.31372549,0.294117647,55,48,0.068,0.092,-6,-16,0,#N/A
220,16,4.31372549,0.31372549,47,54,-0.0693,-0.1373,-8,6,0,#N/A
220,17,4.31372549,0.333333333,49,56,-0.0667,0.0026,2,2,0,#N/A
220,18,4.31372549,0.352941176,51,49,0.02,0.0867,2,-7,0,#N/A
220,19,4.31372549,0.37254902,53,53,0,-0.02,2,4,0,#N/A
220,20,4.31372549,0.392156863,60,47,0.1215,0.1215,7,-6,0,#N/A
220,21,4.31372549,0.411764706,60,41,0.1881,0.0666,0,-6,0,#N/A
220,22,4.31372549,0.431372549,69,42,0.2432,0.0551,9,1,0,#N/A
220,23,4.31372549,0.450980392,73,43,0.2586,0.0154,4,1,0,#N/A
220,24,4.31372549,0.470588235,65,32,0.3402,0.0816,-8,-11,0,#N/A
220,25,4.31372549,0.490196078,72,32,0.3846,0.0444,7,0,0,#N/A
220,26,4.31372549,0.509803922,79,25,0.5192,0.1346,7,-7,0,#N/A
220,27,4.31372549,0.529411765,79,23,0.549,0.0298,0,-2,0,#N/A
220,28,4.31372549,0.549019608,80,26,0.5094,-0.0396,1,3,0,#N/A
220,29,4.31372549,0.568627451,91,22,0.6106,0.1012,11,-4,0,#N/A
220,30,4.31372549,0.588235294,88,26,0.5439,-0.0667,-3,4,0,#N/A
220,31,4.31372549,0.607843137,96,16,0.7143,0.1704,8,-10,0,#N/A
220,32,4.31372549,0.62745098,82,24,0.5472,-0.1671,-14,8,0,#N/A
220,33,4.31372549,0.647058824,86,22,0.5926,0.0454,4,-2,0,#N/A
220,34,4.31372549,0.666666667,89,18,0.6636,0.071,3,-4,0,#N/A
220,35,4.31372549,0.68627451,94,17,0.6937,0.0301,5,-1,0,#N/A
220,36,4.31372549,0.705882353,86,26,0.5357,-0.158,-8,9,0,#N/A
220,37,4.31372549,0.725490196,86,21,0.6075,0.0718,0,-5,0,#N/A
220,38,4.31372549,0.745098039,83,14,0.7113,0.1038,-3,-7,0,#N/A
220,39,4.31372549,0.764705882,80,24,0.5385,-0.1728,-3,10,0,#N/A
220,40,4.31372549,0.784313725,82,26,0.5185,-0.02,2,2,0,#N/A
220,41,4.31372549,0.803921569,83,24,0.5514,0.0329,1,-2,0,#N/A
220,42,4.31372549,0.823529412,77,30,0.4393,-0.1121,-6,6,0,#N/A
220,43,4.31372549,0.843137255,66,39,0.2571,-0.1822,-11,9,0,#N/A
220,44,4.31372549,0.862745098,68,26,0.4468,0.1897,2,-13,0,#N/A
220,45,4.31372549,0.882352941,66,23,0.4831,0.0363,-2,-3,0,#N/A
220,46,4.31372549,0.901960784,65,35,0.3,-0.1831,-1,12,0,#N/A
220,47,4.31372549,0.921568627,66,31,0.3608,0.0608,1,-4,0,#N/A
220,48,4.31372549,0.941176471,71,30,0.4059,0.0451,5,-1,0,#N/A
220,49,4.31372549,0.960784314,63,43,0.1887,-0.2172,-8,13,0,#N/A
220,50,4.31372549,0.980392157,63,38,0.2475,0.0588,0,-5,0,#N/A
220,51,4.31372549,1,60,40,0.2,-0.0475,-3,2,0,#N/A
220,52,4.31372549,1.019607843,50,42,0.087,-0.113,-10,2,0,#N/A
220,53,4.31372549,1.039215686,57,40,0.1753,0.0883,7,-2,0,#N/A
220,54,4.31372549,1.058823529,59,41,0.18,0.0047,2,1,0,#N/A
220,55,4.31372549,1.078431373,49,48,0.0103,-0.1697,-10,7,0,#N/A
220,56,4.31372549,1.098039216,56,44,0.12,0.1097,7,-4,0,#N/A
220,57,4.31372549,1.117647059,54,43,0.1134,-0.0066,-2,-1,0,#N/A
220,58,4.31372549,1.137254902,52,46,0.0612,-0.0522,-2,3,0,#N/A
220,59,4.31372549,1.156862745,43,50,-0.0753,-0.1365,-9,4,0,#N/A
220,60,4.31372549,1.176470588,30,59,-0.3258,-0.2505,-13,9,0,#N/A
220,61,4.31372549,1.196078431,30,64,-0.3617,-0.0359,0,5,0,#N/A
220,62,4.31372549,1.215686275,28,68,-0.4167,-0.055,-2,4,0,#N/A
220,63,4.31372549,1.235294118,27,67,-0.4255,-0.0088,-1,-1,0,#N/A
220,64,4.31372549,1.254901961,30,63,-0.3548,0.0707,3,-4,0,#N/A
220,65,4.31372549,1.274509804,43,50,-0.0753,0.2795,13,-13,0,#N/A
220,66,4.31372549,1.294117647,36,69,-0.3143,-0.239,-7,19,0,#N/A
220,67,4.31372549,1.31372549,53,49,0.0392,0.3535,17,-20,0,#N/A
220,68,4.31372549,1.333333333,49,55,-0.0577,-0.0969,-4,6,0,#N/A
220,69,4.31372549,1.352941176,32,67,-0.3535,-0.2958,-17,12,0,#N/A
220,70,4.31372549,1.37254902,35,64,-0.2929,0.0606,3,-3,0,#N/A
220,71,4.31372549,1.392156863,45,59,-0.1346,0.1583,10,-5,0,#N/A
220,72,4.31372549,1.411764706,46,54,-0.08,0.0546,1,-5,0,#N/A
220,73,4.31372549,1.431372549,32,65,-0.3402,-0.2602,-14,11,0,#N/A
220,74,4.31372549,1.450980392,50,60,-0.0909,0.2493,18,-5,0,#N/A
220,75,4.31372549,1.470588235,51,44,0.0737,0.1646,1,-16,0,#N/A
220,76,4.31372549,1.490196078,50,44,0.0638,-0.0099,-1,0,0,#N/A
220,77,4.31372549,1.509803922,65,44,0.1927,0.1289,15,0,0,#N/A
220,78,4.31372549,1.529411765,56,42,0.1429,-0.0498,-9,-2,0,#N/A
220,79,4.31372549,1.549019608,79,37,0.3621,0.2192,23,-5,0,#N/A
220,80,4.31372549,1.568627451,69,34,0.3398,-0.0223,-10,-3,0,#N/A
220,81,4.31372549,1.588235294,82,36,0.3898,0.05,13,2,0,#N/A
220,82,4.31372549,1.607843137,74,32,0.3962,0.0064,-8,-4,0,#N/A
220,83,4.31372549,1.62745098,77,28,0.4667,0.0705,3,-4,0,#N/A
220,84,4.31372549,1.647058824,76,19,0.6,0.1333,-1,-9,0,#N/A
220,85,4.31372549,1.666666667,78,28,0.4717,-0.1283,2,9,0,#N/A
220,86,4.31372549,1.68627451,89,15,0.7115,0.2398,11,-13,0,#N/A
220,87,4.31372549,1.705882353,88,13,0.7426,0.0311,-1,-2,0,#N/A
220,88,4.31372549,1.725490196,90,22,0.6071,-0.1355,2,9,0,#N/A
220,89,4.31372549,1.745098039,92,12,0.7692,0.1621,2,-10,0,#N/A
220,90,4.31372549,1.764705882,88,21,0.6147,-0.1545,-4,9,0,#N/A
220,91,4.31372549,1.784313725,85,15,0.7,0.0853,-3,-6,0,#N/A
220,92,4.31372549,1.803921569,85,21,0.6038,-0.0962,0,6,0,#N/A
220,93,4.31372549,1.823529412,84,19,0.6311,0.0273,-1,-2,0,#N/A
220,94,4.31372549,1.843137255,84,25,0.5413,-0.0898,0,6,0,#N/A
220,95,4.31372549,1.862745098,81,24,0.5429,0.0016,-3,-1,0,#N/A
220,96,4.31372549,1.882352941,85,20,0.619,0.0761,4,-4,0,#N/A
220,97,4.31372549,1.901960784,77,23,0.54,-0.079,-8,3,0,#N/A
220,98,4.31372549,1.921568627,78,30,0.4444,-0.0956,1,7,0,#N/A
220,99,4.31372549,1.941176471,90,32,0.4754,0.031,12,2,0,#N/A
220,100,4.31372549,1.960784314,70,29,0.4141,-0.0613,-20,-3,0,#N/A
220,101,4.31372549,1.980392157,75,31,0.4151,0.001,5,2,0,#N/A
220,102,4.31372549,2,71,34,0.3524,-0.0627,-4,3,0,#N/A
220,103,4.31372549,2.019607843,72,31,0.3981,0.0457,1,-3,0,#N/A
220,104,4.31372549,2.039215686,65,34,0.3131,-0.085,-7,3,0,#N/A
220,105,4.31372549,2.058823529,61,40,0.2079,-0.1052,-4,6,0,#N/A
220,106,4.31372549,2.078431373,58,39,0.1959,-0.012,-3,-1,0,#N/A
220,107,4.31372549,2.098039216,56,41,0.1546,-0.0413,-2,2,0,#N/A
220,108,4.31372549,2.117647059,64,45,0.1743,0.0197,8,4,0,#N/A
220,109,4.31372549,2.137254902,58,35,0.2473,0.073,-6,-10,0,#N/A
220,110,4.31372549,2.156862745,48,41,0.0787,-0.1686,-10,6,0,#N/A
220,111,4.31372549,2.176470588,48,46,0.0213,-0.0574,0,5,0,#N/A
220,112,4.31372549,2.196078431,42,54,-0.125,-0.1463,-6,8,0,#N/A
220,113,4.31372549,2.215686275,34,57,-0.2527,-0.1277,-8,3,0,#N/A
220,114,4.31372549,2.235294118,38,59,-0.2165,0.0362,4,2,0,#N/A
220,115,4.31372549,2.254901961,25,70,-0.4737,-0.2572,-13,11,0,#N/A
220,116,4.31372549,2.274509804,23,69,-0.5,-0.0263,-2,-1,0,#N/A
220,117,4.31372549,2.294117647,30,66,-0.375,0.125,7,-3,0,#N/A
220,118,4.31372549,2.31372549,43,50,-0.0753,0.2997,13,-16,0,#N/A
220,119,4.31372549,2.333333333,35,59,-0.2553,-0.18,-8,9,0,#N/A
220,120,4.31372549,2.352941176,27,68,-0.4316,-0.1763,-8,9,0,#N/A
220,121,4.31372549,2.37254902,60,43,0.165,0.5966,33,-25,0,#N/A
220,122,4.31372549,2.392156863,25,72,-0.4845,-0.6495,-35,29,0,#N/A
220,123,4.31372549,2.411764706,41,56,-0.1546,0.3299,16,-16,0,#N/A
220,124,4.31372549,2.431372549,37,76,-0.3451,-0.1905,-4,20,0,#N/A
220,125,4.31372549,2.450980392,42,62,-0.1923,0.1528,5,-14,0,#N/A
220,126,4.31372549,2.470588235,47,35,0.1463,0.3386,5,-27,0,#N/A
220,127,4.31372549,2.490196078,45,56,-0.1089,-0.2552,-2,21,0,#N/A
220,128,4.31372549,2.509803922,50,49,0.0101,0.119,5,-7,0,#N/A
220,129,4.31372549,2.529411765,52,48,0.04,0.0299,2,-1,0,#N/A
220,130,4.31372549,2.549019608,61,46,0.1402,0.1002,9,-2,0,#N/A
220,131,4.31372549,2.568627451,60,38,0.2245,0.0843,-1,-8,0,#N/A
220,132,4.31372549,2.588235294,62,39,0.2277,0.0032,2,1,0,#N/A
220,133,4.31372549,2.607843137,74,38,0.3214,0.0937,12,-1,0,#N/A
220,134,4.31372549,2.62745098,77,35,0.375,0.0536,3,-3,0,#N/A
220,135,4.31372549,2.647058824,78,31,0.4312,0.0562,1,-4,0,#N/A
220,136,4.31372549,2.666666667,78,30,0.4444,0.0132,0,-1,0,#N/A
220,137,4.31372549,2.68627451,82,31,0.4513,0.0069,4,1,0,#N/A
220,138,4.31372549,2.705882353,81,24,0.5429,0.0916,-1,-7,0,#N/A
220,139,4.31372549,2.725490196,83,25,0.537,-0.0059,2,1,0,#N/A
220,140,4.31372549,2.745098039,85,37,0.3934,-0.1436,2,12,0,#N/A
220,141,4.31372549,2.764705882,88,22,0.6,0.2066,3,-15,0,#N/A
220,142,4.31372549,2.784313725,84,27,0.5135,-0.0865,-4,5,0,#N/A
220,143,4.31372549,2.803921569,82,16,0.6735,0.16,-2,-11,0,#N/A
220,144,4.31372549,2.823529412,95,32,0.4961,-0.1774,13,16,0,#N/A
220,145,4.31372549,2.843137255,83,23,0.566,0.0699,-12,-9,0,#N/A
220,146,4.31372549,2.862745098,83,24,0.5514,-0.0146,0,1,0,#N/A
220,147,4.31372549,2.882352941,84,23,0.5701,0.0187,1,-1,0,#N/A
220,148,4.31372549,2.901960784,86,36,0.4098,-0.1603,2,13,0,#N/A
220,149,4.31372549,2.921568627,82,21,0.5922,0.1824,-4,-15,0,#N/A
220,150,4.31372549,2.941176471,77,28,0.4667,-0.1255,-5,7,0,#N/A
220,151,4.31372549,2.960784314,77,33,0.4,-0.0667,0,5,0,#N/A
220,152,4.31372549,2.980392157,76,27,0.4757,0.0757,-1,-6,0,#N/A
220,153,4.31372549,3,74,29,0.4369,-0.0388,-2,2,0,#N/A
220,154,4.31372549,3.019607843,75,29,0.4423,0.0054,1,0,0,#N/A
220,155,4.31372549,3.039215686,74,27,0.4653,0.023,-1,-2,0,#N/A
220,156,4.31372549,3.058823529,61,28,0.3708,-0.0945,-13,1,0,#N/A
220,157,4.31372549,3.078431373,73,39,0.3036,-0.0672,12,11,0,#N/A
220,158,4.31372549,3.098039216,66,33,0.3333,0.0297,-7,-6,0,#N/A
220,159,4.31372549,3.117647059,58,30,0.3182,-0.0151,-8,-3,0,#N/A
220,160,4.31372549,3.137254902,42,37,0.0633,-0.2549,-16,7,0,#N/A
220,161,4.31372549,3.156862745,53,44,0.0928,0.0295,11,7,0,#N/A
220,162,4.31372549,3.176470588,54,47,0.0693,-0.0235,1,3,0,#N/A
220,163,4.31372549,3.196078431,46,47,-0.0108,-0.0801,-8,0,0,#N/A
220,164,4.31372549,3.215686275,45,44,0.0112,0.022,-1,-3,0,#N/A
220,165,4.31372549,3.235294118,43,57,-0.14,-0.1512,-2,13,0,#N/A
220,166,4.31372549,3.254901961,35,49,-0.1667,-0.0267,-8,-8,0,#N/A
220,167,4.31372549,3.274509804,35,58,-0.2473,-0.0806,0,9,0,#N/A
220,168,4.31372549,3.294117647,39,62,-0.2277,0.0196,4,4,0,#N/A
220,169,4.31372549,3.31372549,34,57,-0.2527,-0.025,-5,-5,0,#N/A
220,170,4.31372549,3.333333333,26,58,-0.381,-0.1283,-8,1,0,#N/A
220,171,4.31372549,3.352941176,25,66,-0.4505,-0.0695,-1,8,0,#N/A
220,172,4.31372549,3.37254902,29,66,-0.3895,0.061,4,0,0,#N/A
220,173,4.31372549,3.392156863,54,36,0.2,0.5895,25,-30,0,#N/A
220,174,4.31372549,3.411764706,52,48,0.04,-0.16,-2,12,0,#N/A
220,175,4.31372549,3.431372549,31,59,-0.3111,-0.3511,-21,11,0,#N/A
220,176,4.31372549,3.450980392,31,56,-0.2874,0.0237,0,-3,0,#N/A
220,177,4.31372549,3.470588235,37,64,-0.2673,0.0201,6,8,0,#N/A
220,178,4.31372549,3.490196078,31,66,-0.3608,-0.0935,-6,2,0,#N/A
220,179,4.31372549,3.509803922,39,58,-0.1959,0.1649,8,-8,0,#N/A
220,180,4.31372549,3.529411765,46,58,-0.1154,0.0805,7,0,0,#N/A
220,181,4.31372549,3.549019608,48,50,-0.0204,0.095,2,-8,0,#N/A
220,182,4.31372549,3.568627451,48,75,-0.2195,-0.1991,0,25,0,#N/A
220,183,4.31372549,3.588235294,51,50,0.0099,0.2294,3,-25,0,#N/A
220,184,4.31372549,3.607843137,55,44,0.1111,0.1012,4,-6,0,#N/A
220,185,4.31372549,3.62745098,57,49,0.0755,-0.0356,2,5,0,#N/A
220,186,4.31372549,3.647058824,62,41,0.2039,0.1284,5,-8,0,#N/A
220,187,4.31372549,3.666666667,65,46,0.1712,-0.0327,3,5,0,#N/A
220,188,4.31372549,3.68627451,75,29,0.4423,0.2711,10,-17,0,#N/A
220,189,4.31372549,3.705882353,75,31,0.4151,-0.0272,0,2,0,#N/A
220,190,4.31372549,3.725490196,82,26,0.5185,0.1034,7,-5,0,#N/A
220,191,4.31372549,3.745098039,86,20,0.6226,0.1041,4,-6,0,#N/A
220,192,4.31372549,3.764705882,79,29,0.463,-0.1596,-7,9,0,#N/A
220,193,4.31372549,3.784313725,89,27,0.5345,0.0715,10,-2,0,#N/A
220,194,4.31372549,3.803921569,84,26,0.5273,-0.0072,-5,-1,0,#N/A
220,195,4.31372549,3.823529412,86,20,0.6226,0.0953,2,-6,0,#N/A
220,196,4.31372549,3.843137255,88,18,0.6604,0.0378,2,-2,0,#N/A
220,197,4.31372549,3.862745098,87,13,0.74,0.0796,-1,-5,0,#N/A
220,198,4.31372549,3.882352941,92,18,0.6727,-0.0673,5,5,0,#N/A
220,199,4.31372549,3.901960784,84,26,0.5273,-0.1454,-8,8,0,#N/A
220,200,4.31372549,3.921568627,89,21,0.6182,0.0909,5,-5,0,#N/A
220,201,4.31372549,3.941176471,91,28,0.5294,-0.0888,2,7,0,#N/A
220,202,4.31372549,3.960784314,87,21,0.6111,0.0817,-4,-7,0,#N/A
220,203,4.31372549,3.980392157,88,30,0.4915,-0.1196,1,9,0,#N/A
220,204,4.31372549,4,81,21,0.5882,0.0967,-7,-9,0,#N/A
220,205,4.31372549,4.019607843,77,25,0.5098,-0.0784,-4,4,0,#N/A
220,206,4.31372549,4.039215686,75,20,0.5789,0.0691,-2,-5,0,#N/A
220,207,4.31372549,4.058823529,78,31,0.4312,-0.1477,3,11,0,#N/A
220,208,4.31372549,4.078431373,73,24,0.5052,0.074,-5,-7,0,#N/A
220,209,4.31372549,4.098039216,69,26,0.4526,-0.0526,-4,2,0,#N/A
220,210,4.31372549,4.117647059,75,27,0.4706,0.018,6,1,0,#N/A
220,211,4.31372549,4.137254902,70,32,0.3725,-0.0981,-5,5,0,#N/A
220,212,4.31372549,4.156862745,68,35,0.3204,-0.0521,-2,3,0,#N/A
220,213,4.31372549,4.176470588,70,33,0.3592,0.0388,2,-2,0,#N/A
220,214,4.31372549,4.196078431,54,31,0.2706,-0.0886,-16,-2,0,#N/A
220,215,4.31372549,4.215686275,50,37,0.1494,-0.1212,-4,6,0,#N/A
220,216,4.31372549,4.235294118,49,40,0.1011,-0.0483,-1,3,0,#N/A
220,217,4.31372549,4.254901961,50,46,0.0417,-0.0594,1,6,0,#N/A
220,218,4.31372549,4.274509804,49,43,0.0652,0.0235,-1,-3,0,#N/A
220,219,4.31372549,4.294117647,50,54,-0.0385,-0.1037,1,11,0,#N/A
220,220,4.31372549,4.31372549,35,58,-0.2473,-0.2088,-15,4,0,#N/A
220,221,4.31372549,4.333333333,34,55,-0.236,0.0113,-1,-3,0,#N/A
220,222,4.31372549,4.352941176,45,53,-0.0816,0.1544,11,-2,0,#N/A
220,223,4.31372549,4.37254902,35,62,-0.2784,-0.1968,-10,9,0,#N/A
220,224,4.31372549,4.392156863,37,56,-0.2043,0.0741,2,-6,0,#N/A
220,225,4.31372549,4.411764706,33,65,-0.3265,-0.1222,-4,9,0,#N/A
220,226,4.31372549,4.431372549,35,67,-0.3137,0.0128,2,2,0,#N/A
220,227,4.31372549,4.450980392,56,51,0.0467,0.3604,21,-16,0,#N/A
220,228,4.31372549,4.470588235,54,43,0.1134,0.0667,-2,-8,0,#N/A
220,229,4.31372549,4.490196078,62,40,0.2157,0.1023,8,-3,0,#N/A
220,230,4.31372549,4.509803922,45,61,-0.1509,-0.3666,-17,21,0,#N/A
220,231,4.31372549,4.529411765,30,63,-0.3548,-0.2039,-15,2,0,#N/A
220,232,4.31372549,4.549019608,30,65,-0.3684,-0.0136,0,2,0,#N/A
220,233,4.31372549,4.568627451,35,62,-0.2784,0.09,5,-3,0,#N/A
220,234,4.31372549,4.588235294,48,61,-0.1193,0.1591,13,-1,0,#N/A
220,235,4.31372549,4.607843137,45,60,-0.1429,-0.0236,-3,-1,0,#N/A
220,236,4.31372549,4.62745098,43,54,-0.1134,0.0295,-2,-6,0,#N/A
220,237,4.31372549,4.647058824,48,54,-0.0588,0.0546,5,0,0,#N/A
220,238,4.31372549,4.666666667,45,55,-0.1,-0.0412,-3,1,0,#N/A
220,239,4.31372549,4.68627451,39,52,-0.1429,-0.0429,-6,-3,0,#N/A
220,240,4.31372549,4.705882353,42,56,-0.1429,0,3,4,0,#N/A
220,241,4.31372549,4.725490196,47,53,-0.06,0.0829,5,-3,0,#N/A
220,242,4.31372549,4.745098039,27,64,-0.4066,-0.3466,-20,11,0,#N/A
220,243,4.31372549,4.764705882,38,53,-0.1648,0.2418,11,-11,0,#N/A
220,244,4.31372549,4.784313725,43,56,-0.1313,0.0335,5,3,0,#N/A
220,245,4.31372549,4.803921569,45,54,-0.0909,0.0404,2,-2,0,#N/A
220,246,4.31372549,4.823529412,40,61,-0.2079,-0.117,-5,7,0,#N/A
220,247,4.31372549,4.843137255,44,58,-0.1373,0.0706,4,-3,0,#N/A
220,248,4.31372549,4.862745098,43,55,-0.1224,0.0149,-1,-3,0,#N/A
220,249,4.31372549,4.882352941,47,57,-0.0962,0.0262,4,2,0,#N/A
220,250,4.31372549,4.901960784,41,57,-0.1633,-0.0671,-6,0,0,#N/A
220,251,4.31372549,4.921568627,42,56,-0.1429,0.0204,1,-1,0,#N/A
220,252,4.31372549,4.941176471,38,49,-0.1264,0.0165,-4,-7,0,#N/A
220,253,4.31372549,4.960784314,52,56,-0.037,0.0894,14,7,0,#N/A
220,254,4.31372549,4.980392157,58,52,0.0545,0.0915,6,-4,0,#N/A
221,0,4.333333333,0,12,73,-0.7176,-0.7721,-46,21,0,#N/A
221,1,4.333333333,0.019607843,13,81,-0.7234,-0.0058,1,8,0,#N/A
221,2,4.333333333,0.039215686,12,80,-0.7391,-0.0157,-1,-1,0,#N/A
221,3,4.333333333,0.058823529,12,83,-0.7474,-0.0083,0,3,0,#N/A
221,4,4.333333333,0.078431373,9,86,-0.8105,-0.0631,-3,3,0,#N/A
221,5,4.333333333,0.098039216,2,85,-0.954,-0.1435,-7,-1,0,#N/A
221,6,4.333333333,0.117647059,4,84,-0.9091,0.0449,2,-1,0,#N/A
221,7,4.333333333,0.137254902,2,84,-0.9535,-0.0444,-2,0,0,#N/A
221,8,4.333333333,0.156862745,15,84,-0.697,0.2565,13,0,0,#N/A
221,9,4.333333333,0.176470588,3,83,-0.9302,-0.2332,-12,-1,0,#N/A
221,10,4.333333333,0.196078431,7,86,-0.8495,0.0807,4,3,0,#N/A
221,11,4.333333333,0.215686275,0,81,-1,-0.1505,-7,-5,0,#N/A
221,12,4.333333333,0.235294118,32,38,-0.0857,0.9143,32,-43,0,#N/A
221,13,4.333333333,0.254901961,35,22,0.2281,0.3138,3,-16,0,#N/A
221,14,4.333333333,0.274509804,41,20,0.3443,0.1162,6,-2,1,0.3443
221,15,4.333333333,0.294117647,40,28,0.1765,-0.1678,-1,8,1,0.1765
221,16,4.333333333,0.31372549,43,19,0.3871,0.2106,3,-9,1,0.3871
221,17,4.333333333,0.333333333,43,23,0.303,-0.0841,0,4,0,#N/A
221,18,4.333333333,0.352941176,47,29,0.2368,-0.0662,4,6,0,#N/A
221,19,4.333333333,0.37254902,27,55,-0.3415,-0.5783,-20,26,0,#N/A
221,20,4.333333333,0.392156863,32,59,-0.2967,0.0448,5,4,0,#N/A
221,21,4.333333333,0.411764706,36,68,-0.3077,-0.011,4,9,0,#N/A
221,22,4.333333333,0.431372549,31,59,-0.3111,-0.0034,-5,-9,0,#N/A
221,23,4.333333333,0.450980392,26,71,-0.4639,-0.1528,-5,12,0,#N/A
221,24,4.333333333,0.470588235,31,65,-0.3542,0.1097,5,-6,0,#N/A
221,25,4.333333333,0.490196078,38,63,-0.2475,0.1067,7,-2,0,#N/A
221,26,4.333333333,0.509803922,36,61,-0.2577,-0.0102,-2,-2,0,#N/A
221,27,4.333333333,0.529411765,43,44,-0.0115,0.2462,7,-17,0,#N/A
221,28,4.333333333,0.549019608,53,48,0.0495,0.061,10,4,0,#N/A
221,29,4.333333333,0.568627451,47,50,-0.0309,-0.0804,-6,2,0,#N/A
221,30,4.333333333,0.588235294,41,52,-0.1183,-0.0874,-6,2,0,#N/A
221,31,4.333333333,0.607843137,63,45,0.1667,0.285,22,-7,0,#N/A
221,32,4.333333333,0.62745098,66,40,0.2453,0.0786,3,-5,0,#N/A
221,33,4.333333333,0.647058824,66,34,0.32,0.0747,0,-6,0,#N/A
221,34,4.333333333,0.666666667,64,46,0.1636,-0.1564,-2,12,0,#N/A
